,0
11309,교사
11310,직무
11311,스트레스
11312,구성
11313,요인
11314,교육활동
11315,관계
11316,건강
11317,치료
11318,교육활동
11319,감각
11320,운동
11321,훈련
11322,학습
11323,활동
11324,비교
11325,분석
11326,특수
11327,학교
11328,교육과정
11329,중심
11330,교육과정
11331,의한
11332,청각장애
11333,특수
11334,학교
11335,학부
11336,영어
11337,교육
11338,실태
11339,연구
11340,특수
11341,학교
11342,소양
11343,교육
11344,운영
11345,실태
11346,조사
11347,특수교육
11348,보조
11349,활용
11350,통합교육
11351,장애
11352,아동
11353,학습
11354,태도
11355,학교생활
11356,적응
11357,미치는
11358,효과
11359,보완
11360,대체
11361,의사소통
11362,중재
11363,특수교육
11364,대상
11365,학생
11366,의사소통
11367,능력
11368,미치는
11369,효과
11370,대한
11371,메타
11372,분석
11373,특수교육
11374,대학원
11375,졸업
11376,교사
11377,전문성
11378,직관
11379,대한
11380,사례
11381,연구
11382,특수
11383,학급
11384,교사
11385,교육과정
11386,편성
11387,운영
11388,실태
11389,개선
11390,방안
11391,질적
11392,연구
11393,특수
11394,학교
11395,특수
11396,학급
11397,교사
11398,개별
11399,교육
11400,계획
11401,운영
11402,실태
11403,수행
11404,능력
11405,분석
11406,정신지체
11407,특수
11408,학교
11409,전공
11410,교육과정
11411,운영
11412,연구
11413,대구
11414,경북
11415,소재
11416,정신지체
11417,특수
11418,학교
11419,중심
11420,특수
11421,학교
11422,특기
11423,적성
11424,교육활동
11425,운영
11426,실태
11427,개선
11428,방안
11429,특수교육
11430,대상
11431,학생
11432,통합교육
11433,대한
11434,중등
11435,교사
11436,인식
11437,특수교육
11438,발전
11439,재정
11440,지원
11441,실태
11442,분석
11443,경기도
11444,중심
11445,초등학교
11446,통합교육
11447,요구
11448,특수
11449,학급
11450,아동
11451,사회
11452,적응
11453,기술
11454,중등
11455,특수
11456,학급
11457,담당
11458,교사
11459,개별
11460,교육
11461,프로그램
11462,운영
11463,실태
11464,분석
11465,개선
11466,방안
11467,유아교육
11468,유아
11469,특수교육
11470,주요
11471,실제
11472,대한
11473,유아
11474,교사
11475,유아
11476,특수
11477,교사
11478,인식
11479,중학교
11480,학교
11481,사의
11482,특수교육
11483,대상
11484,학생
11485,대한
11486,수행평가
11487,실시
11488,현황
11489,인식
11490,정신지체
11491,특수
11492,학교
11493,교사
11494,교육실습
11495,지도
11496,역할
11497,인식
11498,관련
11499,스트레스
11500,초등
11501,특수
11502,교사
11503,체험
11504,중심
11505,특수
11506,목적
11507,대학
11508,체육
11509,교육
11510,실태
11511,문제점
11512,발전
11513,방안
11514,특수
11515,학교
11516,일반
11517,학교
11518,통합교육
11519,대한
11520,사례
11521,연구
11522,전환
11523,교육
11524,계획
11525,실행
11526,대한
11527,특수
11528,교사
11529,인식
11530,실태
11531,신문
11532,활용
11533,교육
11534,프로그램
11535,중학교
11536,특수
11537,학급
11538,학생
11539,어휘
11540,쓰기
11541,능력
11542,미치는
11543,영향
11544,청각장애
11545,아동
11546,통합교육
11547,수행
11548,능력
11549,대한
11550,특수
11551,학급
11552,교사
11553,태도
11554,분석
11555,통합교육
11556,역할
11557,방법
11558,대한
11559,원적
11560,학급
11561,특수
11562,학급
11563,교사
11564,인식
11565,수준
11566,비교
11567,통합교육
11568,대한
11569,초등학교
11570,관리자
11571,일반
11572,교사
11573,특수
11574,교사
11575,인식
11576,비교
11577,특수
11578,학급
11579,설치
11580,고등학교
11581,교사
11582,통합교육
11583,대한
11584,인식
11585,지체
11586,장애
11587,학생
11588,특수교육
11589,관련
11590,서비스
11591,수혜
11592,현황
11593,학부모
11594,요구
11595,초등학교
11596,교사
11597,장애
11598,학생
11599,학부모
11600,장애인
11601,대한
11602,특수
11603,교육법
11604,대한
11605,이해
11606,만족도
11607,연구
11608,특수
11609,학급
11610,교사
11611,결과
11612,중심
11613,전환
11614,교육
11615,프로그램
11616,운영
11617,실태
11618,인식
11619,연구
11620,중등
11621,학교
11622,통합교육
11623,활성화
11624,특수
11625,학급
11626,교사
11627,통합
11628,학급
11629,교사
11630,협력
11631,중요도
11632,실천
11633,대한
11634,인식
11635,비교
11636,초등학교
11637,특수
11638,학급
11639,교사
11640,일반
11641,교육과정
11642,적용
11643,대한
11644,인식
11645,방식
11646,초등학교
11647,특수
11648,학급
11649,교육과정
11650,운영
11651,수업
11652,실태
11653,학부모
11654,지식
11655,특수
11656,학교
11657,자녀
11658,습관
11659,영양
11660,교육
11661,요구
11662,조사
11663,대한
11664,정신지체
11665,특수
11666,학교
11667,등부
11668,직업
11669,교육
11670,실태
11671,개선
11672,방안
11673,특수
11674,학교
11675,중도
11676,중복
11677,장애
11678,고등학생
11679,진로
11680,직업
11681,교육
11682,활동
11683,참여
11684,사례
11685,연구
11686,특수
11687,교사
11688,개정
11689,기본
11690,교육과정
11691,중학교
11692,사회
11693,교과서
11694,사용
11695,지도
11696,활용
11697,실태
11698,중학교
11699,특수교육
11700,대상자
11701,통합
11702,수업
11703,대한
11704,교과
11705,운영
11706,실태
11707,지원
11708,요구
11709,고등학교
11710,특수
11711,학급
11712,진로
11713,직업
11714,교육
11715,운영
11716,실태
11717,개선
11718,방안
11719,경상북도
11720,지역
11721,중심
11722,특수교육
11723,대상
11724,학생
11725,통합교육
11726,대한
11727,통합
11728,학급
11729,등교
11730,특수
11731,교사
11732,만족도
11733,중등
11734,특수
11735,교사
11736,진로
11737,직업
11738,교육
11739,대한
11740,인식
11741,특수교육
11742,센터
11743,역할
11744,탐색
11745,개별
11746,교육
11747,계획
11748,수립
11749,실행
11750,과정
11751,부모
11752,참여
11753,활성화
11754,방안
11755,대한
11756,중학교
11757,특수
11758,학급
11759,교사
11760,학부모
11761,인식
11762,지적장애
11763,특수
11764,학교
11765,직업
11766,교육
11767,교사
11768,직무
11769,만족도
11770,초등학교
11771,통합
11772,학급
11773,특수
11774,학급
11775,교사
11776,협력
11777,통합교육
11778,대한
11779,인식
11780,연구
11781,특수
11782,학교
11783,방과
11784,교육활동
11785,대한
11786,교사
11787,인식
11788,개선
11789,방향
11790,특수
11791,학교
11792,참관
11793,실습
11794,통합교육
11795,대한
11796,비중
11797,등교
11798,사의
11799,인식
11800,미치는
11801,영향
11802,특수교육
11803,대상자
11804,담당
11805,통합
11806,학급
11807,유치원교사
11808,유아
11809,특수
11810,교사
11811,직무
11812,만족도
11813,정신지체
11814,특수
11815,학급
11816,아동
11817,통합교육
11818,대한
11819,실태
11820,조사
11821,연구
11822,경상북도
11823,국민학교
11824,특수
11825,학급
11826,중심
11827,고등학교
11828,특수
11829,학급
11830,학생
11831,진로
11832,직업
11833,교육
11834,대한
11835,학부모
11836,인식
11837,특수교육
11838,보조
11839,역할
11840,대한
11841,교사
11842,특수교육
11843,보조
11844,갈등
11845,수준
11846,특수교육
11847,지원
11848,센터
11849,장애
11850,영아
11851,교실
11852,수업
11853,운영
11854,서비스
11855,지원
11856,실태
11857,국내
11858,승마
11859,관련
11860,연구
11861,동향
11862,분석
11863,특수교육
11864,학적
11865,학교폭력
11866,예방
11867,활동
11868,대한
11869,특수교육
11870,기관
11871,실태
11872,특수
11873,교사
11874,인식
11875,연구
11876,개정
11877,특수
11878,학교
11879,기본
11880,교육과정
11881,미술
11882,교과서
11883,감상
11884,영역
11885,분석
11886,한국
11887,특수교육
11888,발달
11889,연구
11890,고전
11891,장애자
11892,중심
11893,통합
11894,정도
11895,특수교육
11896,대상
11897,학생
11898,부모
11899,양육
11900,스트레스
11901,비교
11902,장애
11903,학생
11904,통합교육
11905,대한
11906,학교
11907,교사
11908,인식
11909,비교
11910,특수
11911,학급
11912,편성
11913,학교
11914,중심
11915,개정
11916,사회
11917,특수교육
11918,교육과정
11919,공통
11920,교육과정
11921,연구
11922,고등학교
11923,특수
11924,학급
11925,지역
11926,사회
11927,관련
11928,기관
11929,전환
11930,교육
11931,협력
11932,실태
11933,과제
11934,등부
11935,특수
11936,학급
11937,교사
11938,전환
11939,교육
11940,실천
11941,과제
11942,대한
11943,인식
11944,수준
11945,고등학교
11946,특수
11947,학급
11948,진로
11949,직업
11950,교육
11951,학부모
11952,인식
11953,요구분석
11954,특수
11955,학교
11956,등부
11957,학생
11958,직업
11959,교육
11960,대한
11961,교사
11962,부모
11963,인식
11964,비교
11965,개정
11966,특수
11967,교육과정
11968,기본
11969,교육과정
11970,실과
11971,진로
11972,직업
11973,교과
11974,연구
11975,장애
11976,유아
11977,통합교육
11978,유치원교사
11979,유아
11980,특수
11981,교사
11982,협력
11983,교수
11984,실태
11985,인식
11986,지적장애
11987,학교
11988,특수교육
11989,지도사
11990,역할
11991,수행
11992,경험
11993,어려움
11994,유아
11995,특수교육
11996,국내
11997,연구
11998,동향
11999,분석
12000,학위
12001,논문
12002,중심
12003,특수교육
12004,관련
12005,서비스
12006,대한
12007,특수
12008,학교
12009,교사
12010,인식
12011,부산
12012,경남
12013,지역
12014,중심
12015,유아
12016,특수교육
12017,기관
12018,수업
12019,장학
12020,운영
12021,실태
12022,개선
12023,방안
12024,통합
12025,학급
12026,교사
12027,특수교육
12028,대한
12029,스트레스
12030,대처
12031,방법
12032,연구
12033,전북
12034,지역
12035,특수교육
12036,보조
12037,직무
12038,만족도
12039,개선
12040,요구
12041,초등학교
12042,장애
12043,이해
12044,교육
12045,구성
12046,운영
12047,특수
12048,학급
12049,교사
12050,인식
12051,발달
12052,지체
12053,유아
12054,초등학교
12055,전환
12056,교육
12057,실태
12058,유아
12059,특수
12060,교사
12061,인식
12062,조사
12063,실제
12064,서울
12065,특수교육
12066,진로
12067,직업
12068,담당
12069,교사
12070,직무
12071,연수
12072,실태
12073,인식
12074,개선
12075,방안
12076,자연
12077,생태
12078,교육
12079,특수
12080,학급
12081,아동
12082,창의성
12083,미치는
12084,효과
12085,특수
12086,학교
12087,사회
12088,반영
12089,진로
12090,교육
12091,내용
12092,분석
12093,청각장애
12094,특수
12095,학교
12096,등부
12097,사회
12098,중심
12099,지적장애
12100,특수
12101,학교
12102,부모
12103,교육
12104,프로그램
12105,운영
12106,대한
12107,교사
12108,학부모
12109,인식
12110,수준
12111,특수
12112,학급
12113,학생
12114,음악
12115,수업
12116,통합교육
12117,대한
12118,음악
12119,교사
12120,인식
12121,교수
12122,적합
12123,조사
12124,지체
12125,장애
12126,특수
12127,학교
12128,과학
12129,교과
12130,교육
12131,실태
12132,조사
12133,초등학교
12134,특수
12135,학급
12136,진로
12137,교육
12138,실태
12139,교사
12140,인식
12141,부산
12142,경남
12143,지역
12144,중심
12145,특수교육
12146,서비스
12147,제공
12148,자의
12149,가치
12150,직무
12151,스트레스
12152,심리
12153,안녕
12154,미치는
12155,영향
12156,중등
12157,특수
12158,학급
12159,교사
12160,일반
12161,교육과정
12162,접근
12163,대한
12164,인식
12165,지적장애
12166,특수
12167,학교
12168,전환
12169,교육
12170,프로그램
12171,운영
12172,실태
12173,분석
12174,국민학교
12175,특수
12176,학급
12177,교육과정
12178,운영
12179,실태
12180,문제점
12181,연구
12182,공립
12183,유치원
12184,특수
12185,학급
12186,안전교육
12187,실태
12188,교사
12189,요구
12190,연구
12191,성산
12192,이영식
12193,목사
12194,생애
12195,특수교육
12196,업적
12197,연구
12198,특수
12199,학교
12200,등부
12201,영어
12202,교육
12203,실태
12204,조사
12205,정신지체
12206,특수
12207,학교
12208,학부
12209,직업
12210,교육
12211,현황
12212,개선
12213,방향
12214,특수교육
12215,보조
12216,대한
12217,정신지체
12218,학교
12219,교사
12220,역할
12221,기대
12222,만족도
12223,연구
12224,대한
12225,특수
12226,음소
12227,중심
12228,고등학교
12229,특수
12230,학급
12231,진로
12232,교육
12233,실태
12234,개선
12235,방안
12236,일반
12237,초등학교
12238,아동
12239,특수교육
12240,요구
12241,아동
12242,대한
12243,수용
12244,특수교육
12245,보조
12246,활용
12247,실태
12248,활용
12249,방안
12250,대한
12251,특수
12252,학급
12253,교사
12254,요구
12255,특수
12256,체육
12257,지도자
12258,전문가
12259,시스템
12260,지체
12261,부자유
12262,등부
12263,체육
12264,교육과정
12265,중심
12266,특수교육
12267,예능
12268,교과서
12269,분석
12270,음악
12271,교과서
12272,중심
12273,유치원
12274,교사
12275,특수교육
12276,능력
12277,연구
12278,특수교육
12279,대상자
12280,의무
12281,취학
12282,지원
12283,체제
12284,개선
12285,연구
12286,특수교육
12287,교사
12288,능력
12289,스트레스
12290,상관관계
12291,컴퓨터
12292,그래픽
12293,활용
12294,특수분장
12295,교육과정
12296,개발
12297,연구
12298,특수교육
12299,시스템
12300,분석
12301,질적
12302,연구
12303,특수
12304,학교
12305,교사
12306,특수교육
12307,담당
12308,장학사
12309,대한
12310,이미지
12311,분석
12312,정신지체
12313,특수
12314,학교
12315,초등학생
12316,국어
12317,교육과정
12318,쓰기
12319,영역
12320,수행
12321,수준
12322,실태
12323,조사
12324,특수교육
12325,장학
12326,지도
12327,실태
12328,개선
12329,연구
12330,유아
12331,특수교육
12332,기관
12333,실외
12334,환경
12335,실태
12336,현황
12337,한국
12338,특수교육
12339,법규
12340,교육과정
12341,변천
12342,과정
12343,특수
12344,학교
12345,영어
12346,교과
12347,교육
12348,실태
12349,조사
12350,특수
12351,학교
12352,교사
12353,교육활동
12354,자율성
12355,소진
12356,인식
12357,관계
12358,특수
12359,학교
12360,학부모
12361,학교
12362,교육
12363,참여
12364,문화
12365,연구
12366,특수
12367,학교
12368,체육
12369,교과
12370,교육
12371,실태
12372,조사
12373,특수교육
12374,대상자
12375,치료
12376,지원
12377,대한
12378,부모
12379,인식
12380,연구
12381,초등학교
12382,특수
12383,학급
12384,국어
12385,교과
12386,교육
12387,실태
12388,조사
12389,정신지체
12390,특수
12391,학교
12392,중등
12393,학생
12394,수학과
12395,기본
12396,교육과정
12397,수행
12398,수준
12399,조사
12400,초등학교
12401,통합
12402,학급
12403,특수
12404,아동
12405,개별
12406,교육
12407,계획
12408,수립
12409,운영
12410,실태
12411,초등
12412,특수
12413,학급
12414,수학
12415,교과
12416,교육
12417,실태
12418,조사
12419,특수교육
12420,중재
12421,유형
12422,관련
12423,변인
12424,대한
12425,메타분석
12426,장애
12427,유아
12428,통합
12429,학급
12430,교사
12431,특수교육
12432,수행
12433,능력
12434,연구
12435,정신지체
12436,특수
12437,학교
12438,등부
12439,학생
12440,여가
12441,교육
12442,실태
12443,요구
12444,대한
12445,교사
12446,인식
12447,정신지체
12448,특수
12449,학교
12450,체육
12451,교과
12452,교육
12453,운영
12454,실태
12455,청각장애
12456,특수
12457,학교
12458,직업
12459,교육
12460,실태
12461,개선
12462,방안
12463,연구
12464,유아
12465,특수교육
12466,교사
12467,자질
12468,대한
12469,자기
12470,평가
12471,기대
12472,수준
12473,연구
12474,특수
12475,학교
12476,중등
12477,국어
12478,교과
12479,교육
12480,실태
12481,조사
12482,특수
12483,학교
12484,부모
12485,교육
12486,개선
12487,체계
12488,모형
12489,적용
12490,연구
12491,고등학교
12492,특수
12493,학급
12494,학부모
12495,부모
12496,교육
12497,대한
12498,요구
12499,분석
12500,통합
12501,학급
12502,특수교육
12503,요구
12504,아동
12505,부모
12506,지각
12507,자녀
12508,여가
12509,활동
12510,실태
12511,욕구
12512,자폐
12513,장애
12514,학생
12515,자기
12516,결정
12517,기술
12518,대한
12519,한국
12520,중국
12521,특수
12522,교사
12523,인식
12524,교육
12525,실태
12526,비교
12527,특수교육
12528,보조
12529,원제
12530,운영
12531,교원
12532,인식
12533,비교
12534,개정
12535,특수
12536,학교
12537,기본
12538,교육과정
12539,과학
12540,교과서
12541,탐구
12542,유형
12543,분석
12544,정신지체
12545,특수
12546,학교
12547,전공
12548,교육과정
12549,개발
12550,기초
12551,공사
12552,특수교육
12553,전공
12554,보육
12555,교사
12556,대학원
12557,생활
12558,탐색
12559,까리따스
12560,호펜지츠
12561,특수교육
12562,업적
12563,역사
12564,연구
12565,특수교육
12566,대한
12567,연구
12568,정신박약아
12569,중심
12570,장애인
12571,전기
12572,자료
12573,장애
12574,특수교육
12575,개념
12576,탐색
12577,한국
12578,장애인운동
12579,특수교육
12580,학적
12581,고찰
12582,장애
12583,유아
12584,통합교육
12585,교사
12586,협력
12587,관계
12588,대한
12589,교사
12590,특수
12591,교사
12592,인식
12593,차이
12594,연구
12595,통합교육
12596,음악치료
12597,통한
12598,특수
12599,학급
12600,학생
12601,표현
12602,향상
12603,사례
12604,연구
12605,일반
12606,고등학교
12607,특수
12608,학급
12609,중심
12610,장애
12611,유아
12612,부모
12613,유아
12614,특수교육
12615,욕구
12616,조사
12617,연구
12618,성준
12619,동극
12620,특수교육
12621,활동
12622,연구
12623,협력
12624,교수
12625,특수교육
12626,대상
12627,학생
12628,사회
12629,적응
12630,행동
12631,미치는
12632,효과
12633,통합
12634,직업
12635,교육
12636,거점
12637,학교
12638,운영
12639,담당
12640,특수
12641,교사
12642,업무
12643,경험
12644,의미
12645,활용
12646,대한
12647,특수교육
12648,교사
12649,중요도
12650,인식
12651,활용
12652,능력
12653,조사
12654,서울시
12655,있는
12656,지체
12657,부자유
12658,학교
12659,사례
12660,중심
12661,특수
12662,학교
12663,교육
12664,시설
12665,개선
12666,방안
12667,연구
12668,부산광역시
12669,중심
12670,특수
12671,학교
12672,교육과정
12673,변천
12674,연구
12675,통합교육
12676,대한
12677,초등학교
12678,교사
12679,특수
12680,교사
12681,태도
12682,연구
12683,지역
12684,중심
12685,초등학교
12686,통합
12687,학급
12688,교사
12689,특수
12690,학급
12691,교사
12692,교육활동
12693,협력
12694,방안
12695,인식
12696,차이
12697,유아
12698,특수교육
12699,기관
12700,일반
12701,운영
12702,실태
12703,요구
12704,특수교육
12705,교사
12706,변인
12707,정신지체
12708,동화
12709,지도
12710,실태
12711,특수교육
12712,교사
12713,직무
12714,만족도
12715,연구
12716,지체
12717,부자유
12718,특수
12719,학교
12720,교육과정
12721,운영
12722,실태
12723,요구
12724,조사
12725,초등학교
12726,특수
12727,학급
12728,수학
12729,교과
12730,교육
12731,실태
12732,개선
12733,방향
12734,초등학교
12735,특수교육
12736,보조
12737,원제
12738,운영
12739,연구
12740,장애
12741,유아
12742,통합
12743,부모
12744,교육
12745,대한
12746,교사
12747,특수
12748,교사
12749,인식
12750,요구
12751,차이
12752,분석
12753,특수교육
12754,교사
12755,장애
12756,아동
12757,보호자
12758,파트너쉽
12759,연구
12760,대전
12761,충남
12762,지역
12763,중심
12764,자유
12765,학기
12766,학교
12767,근무
12768,특수
12769,학급
12770,교사
12771,교육과정
12772,편성
12773,운영
12774,대한
12775,인식
12776,특수교육
12777,서비스
12778,대한
12779,장애
12780,유아
12781,부모
12782,만족도
12783,한국
12784,중국
12785,특수교육
12786,전공
12787,대학생
12788,애착
12789,유형
12790,대인관계
12791,성향
12792,특성
12793,관계
12794,비교
12795,서울
12796,전환
12797,교육
12798,과정
12799,교사
12800,부모
12801,역할
12802,대한
12803,특수
12804,교사
12805,인식
12806,특수교육
12807,전공
12808,학부
12809,학생
12810,교직
12811,대한
12812,선호
12813,대감
12814,특수교육
12815,대상
12816,유아
12817,행동
12818,대한
12819,통합
12820,어린이집
12821,교사
12822,관점
12823,특수
12824,목적
12825,영어
12826,교육
12827,전문
12828,고등학생
12829,영어
12830,학습
12831,미도
12832,미치는
12833,영향
12834,연구
12835,특수
12836,학급
12837,교사
12838,원적
12839,학급
12840,교사
12841,통합교육
12842,실행
12843,지원
12844,요구
12845,조사
12846,연구
12847,특수
12848,학급
12849,통합교육
12850,미치는
12851,영향
12852,정착
12853,수업
12854,특수교육
12855,대상
12856,아동
12857,사회
12858,적응
12859,행동
12860,미치는
12861,효과
12862,로욜라
12863,강성
12864,숙의
12865,특수교육
12866,업적
12867,역사
12868,연구
12869,특수
12870,학교
12871,교육과정
12872,비교
12873,연구
12874,협력
12875,교수
12876,통한
12877,집단
12878,활동
12879,실행
12880,과정
12881,특수교육
12882,교사
12883,실천
12884,지식
12885,중도
12886,중복
12887,장애
12888,학생
12889,특수
12890,학급
12891,대한
12892,초등
12893,특수
12894,학급
12895,교사
12896,인식
12897,교육
12898,지원
12899,요구
12900,통합교육
12901,대한
12902,일반
12903,학급
12904,교사
12905,특수
12906,학급
12907,교사
12908,인식
12909,비교
12910,연구
12911,지체
12912,부자유
12913,특수
12914,학교
12915,교육과정
12916,적용
12917,상의
12918,문제점
12919,등부
12920,영어
12921,중심
12922,통합교육
12923,대한
12924,중학교
12925,교사
12926,특수
12927,교사
12928,인식
12929,비교
12930,유치원
12931,통합교육
12932,교사
12933,태도
12934,운영
12935,실태
12936,일반
12937,유치원
12938,특수
12939,학급
12940,중심
12941,유아
12942,특수교육
12943,장학
12944,행정
12945,대한
12946,장학사
12947,교사
12948,인식
12949,조사
12950,특수교육
12951,교사
12952,직무
12953,만족도
12954,관련
12955,성격
12956,변인
12957,탐색
12958,중학교
12959,교사
12960,특수교육
12961,대상자
12962,지도
12963,경험
12964,인식
12965,대한
12966,사례
12967,연구
12968,개화
12969,선교사
12970,교육활동
12971,한국
12972,특수교육
12973,미친
12974,영향
12975,중학교
12976,특수
12977,학급
12978,진로
12979,교육
12980,실태
12981,개선
12982,방안
12983,중학교
12984,특수
12985,학급
12986,교사
12987,국어
12988,개별
12989,교육
12990,계획
12991,수행평가
12992,실태
12993,특수
12994,학교
12995,등부
12996,방과후
12997,교육활동
12998,실태
12999,어머니
13000,인식
13001,등부
13002,특수
13003,학급
13004,진로
13005,교육
13006,실태
13007,교사
13008,인식
13009,정신지체
13010,특수
13011,학교
13012,중등
13013,직업
13014,교육
13015,연구
13016,유치원
13017,특수교육
13018,대상
13019,아동
13020,취학
13021,의무
13022,유예
13023,제도
13024,대한
13025,유아
13026,특수
13027,교사
13028,인식
13029,특수교육
13030,대상자
13031,도우미
13032,학생
13033,도우미
13034,활동
13035,교우
13036,관계
13037,장애인
13038,중심
13039,인문
13040,고등학교
13041,특수
13042,학급
13043,교사
13044,진로
13045,직업
13046,교육
13047,경험
13048,의미
13049,일반
13050,학교
13051,교사
13052,특수교육
13053,대한
13054,이미지
13055,분석
13056,특수교육
13057,지원
13058,센터
13059,활성화
13060,연구
13061,충청북도
13062,교사
13063,방안
13064,중심
13065,특수
13066,학교
13067,학교
13068,교육과정
13069,편성
13070,운영
13071,실태
13072,개선
13073,방안
13074,연구
13075,정신지체
13076,학교
13077,중심
13078,초등학교
13079,특수
13080,학급
13081,전환
13082,교육
13083,실태
13084,교사
13085,장애
13086,학생
13087,부모
13088,인식
13089,지체
13090,부자유
13091,특수
13092,학교
13093,교육과정
13094,적용
13095,상의
13096,문제점
13097,등부
13098,영어
13099,중심
13100,개정
13101,특수
13102,학교
13103,기본
13104,교육과정
13105,음악
13106,교과서
13107,내용
13108,특징
13109,분석
13110,통합
13111,학급
13112,교사
13113,특수교육
13114,보조
13115,협력
13116,문제해결
13117,과정
13118,통한
13119,교수
13120,지원
13121,효과
13122,특수
13123,학교
13124,체육
13125,교육
13126,실태
13127,연구
13128,맹학교
13129,중심
13130,특수
13131,학교
13132,초등
13133,교사
13134,자격
13135,연수
13136,교육과정
13137,운영
13138,분석
13139,특수교육
13140,기반
13141,개별
13142,교육
13143,계획
13144,프로그램
13145,설계
13146,구현
13147,비만
13148,교육
13149,대한
13150,정신지체
13151,특수
13152,학교
13153,교사
13154,인식
13155,특수교육
13156,교사
13157,교직
13158,선택
13159,동기
13160,직무
13161,만족도
13162,연구
13163,특수
13164,학교
13165,중고
13166,등부
13167,진료
13168,교육
13169,실태
13170,교사
13171,요구
13172,조사
13173,경남
13174,지역
13175,중심
13176,교육
13177,프로그램
13178,특수
13179,학교
13180,전공
13181,정신지체
13182,학생
13183,작업
13184,수행
13185,생활
13186,기능
13187,미치는
13188,영향
13189,초등
13190,특수
13191,학급
13192,교사
13193,개별
13194,교육
13195,계획
13196,운영
13197,실태
13198,인식
13199,부산
13200,지역
13201,초등
13202,특수
13203,학급
13204,중심
13205,전환
13206,교육
13207,수행
13208,요구
13209,지식
13210,기술
13211,중요도
13212,성취도
13213,대한
13214,중등
13215,특수
13216,학급
13217,교사
13218,인식
13219,특수교육
13220,보조
13221,역할
13222,수행
13223,능력
13224,대한
13225,인식
13226,조사
13227,유치원
13228,특수교육
13229,보조
13230,역할
13231,수행
13232,실태
13233,유치원
13234,교사
13235,인식
13236,특수교육
13237,보조
13238,원제
13239,운영
13240,대한
13241,중등
13242,특수
13243,학급
13244,교사
13245,학부모
13246,인식
13247,차이
13248,청각장애
13249,학교
13250,교사
13251,청각장애
13252,학생
13253,지원
13254,특수교육
13255,보조
13256,운영
13257,실태
13258,개선
13259,방안
13260,대한
13261,질적
13262,연구
13263,대한
13264,효율
13265,통합교육
13266,대한
13267,교사
13268,특수
13269,교사
13270,인식
13271,수준
13272,다문화
13273,가정
13274,장애
13275,학생
13276,부모
13277,양육
13278,경험
13279,특수교육
13280,대한
13281,인식
13282,교과
13283,활동
13284,통한
13285,특수
13286,학급
13287,진로
13288,교육
13289,방안
13290,특수교육
13291,기본
13292,교육과정
13293,편성
13294,운영
13295,중점
13296,대한
13297,특수
13298,학교
13299,교사
13300,인식
13301,정신지체
13302,특수
13303,학급
13304,아동
13305,통합교육
13306,대한
13307,장애
13308,요인
13309,연구
13310,정신지체
13311,통합교육
13312,대한
13313,특수
13314,학급
13315,교사
13316,인식
13317,연구
13318,초등학교
13319,특수
13320,학급
13321,부모
13322,교육
13323,대한
13324,교사
13325,학부모
13326,요구
13327,조사
13328,최신
13329,특수교육
13330,번역
13331,분석
13332,번역
13333,유형
13334,가독성
13335,개선
13336,전략
13337,우리나라
13338,통합교육
13339,대한
13340,특수
13341,학급
13342,원적
13343,학급
13344,교사
13345,태도
13346,비교
13347,연구
13348,초등
13349,특수
13350,교사
13351,사회
13352,교과
13353,교육학
13354,지식
13355,사회
13356,교수
13357,효능
13358,관계
13359,대한
13360,정신지체
13361,특수
13362,학교
13363,등부
13364,직업
13365,교과
13366,교육
13367,운영
13368,실태
13369,개선
13370,방안
13371,특수교육
13372,교사
13373,지각
13374,소진
13375,정도
13376,학교
13377,조직
13378,효과
13379,관계
13380,장애
13381,유아
13382,통합교육
13383,기관
13384,교사
13385,특수
13386,교사
13387,역할
13388,수행
13389,역할
13390,갈등
13391,특수
13392,학교
13393,방과
13394,체육
13395,특기
13396,적성
13397,교육활동
13398,운영
13399,실태
13400,연구
13401,특수
13402,학급
13403,미술
13404,교육
13405,실태
13406,개선
13407,방안
13408,연구
13409,경기도
13410,초등학교
13411,특수
13412,학급
13413,중심
13414,유아
13415,특수교육
13416,교사
13417,장애
13418,유아
13419,성교육
13420,대한
13421,인식
13422,실태
13423,연구
13424,특수교육
13425,보조
13426,제도
13427,운영
13428,대한
13429,교사
13430,인식
13431,조사
13432,장애
13433,순회
13434,교육
13435,대한
13436,학부모
13437,특수
13438,교사
13439,요구
13440,분석
13441,초등학교
13442,특수
13443,학급
13444,담당
13445,교사
13446,음악
13447,교육
13448,실태
13449,분석
13450,특수
13451,유아
13452,교육과정
13453,대한
13454,학부모
13455,교사
13456,구조사
13457,포스트모더니즘
13458,특수교육
13459,통합
13460,시각장애
13461,특수
13462,학교
13463,직업
13464,교육과정
13465,정책
13466,연구
13467,특수교육
13468,대상
13469,학생
13470,학업성취도
13471,평가
13472,조정
13473,대한
13474,교사
13475,인식
13476,초등학교
13477,교사
13478,지각
13479,특수
13480,학급
13481,아동
13482,대한
13483,통합교육
13484,영향
13485,개선
13486,방안
13487,특수
13488,학급
13489,아동
13490,통합교육
13491,교사
13492,인식
13493,연구
13494,협동
13495,프로그램
13496,특수교육
13497,대상
13498,학생
13499,적응
13500,행동
13501,미치는
13502,효과
13503,초등학교
13504,교사
13505,특수교육
13506,진흥
13507,연구
13508,전시
13509,특수교육
13510,보조
13511,직무
13512,만족도
13513,초등
13514,특수
13515,학급
13516,문자
13517,언어
13518,교육
13519,실태
